CustomerID,Age,Gender,Region,IncomeBand
7736,68,Female,West,Low
7750,68,Male,West,Medium
7759,68,Female,West,Medium
7998,68,Male,West,Low
8093,68,Male,West,High
8146,68,Female,West,Medium
8242,68,Male,West,Low
8433,68,Male,West,High
8503,68,Male,West,Medium
8614,68,Female,West,Medium
8842,68,Male,West,Low
8881,68,Female,West,Low
8918,68,Male,West,Low
9445,68,Female,West,High
9451,68,Female,West,High
9649,68,Male,West,Medium
9725,68,Female,West,Medium
9901,68,Male,West,Low
9942,68,Male,West,High
10045,68,Male,West,Low
10260,68,Male,West,Low
10294,68,Female,West,High
10299,68,Female,West,High
10344,68,Female,West,Medium
10507,68,Female,West,Medium
10650,68,Female,West,Low
10920,68,Male,West,High
10966,68,Male,West,Medium
11082,68,Female,West,High
11186,68,Male,West,Medium
11244,68,Female,West,Medium
11473,68,Female,West,Medium
11642,68,Male,West,High
11693,68,Female,West,Low
11715,68,Male,West,Medium
11890,68,Female,West,Medium
12249,68,Male,West,Medium
12269,68,Male,West,High
12270,68,Male,West,High
12457,68,Female,West,Low
12780,68,Male,West,Medium
12981,20,Female,West,Medium
13157,20,Female,West,Medium
13194,20,Male,West,High
13207,20,Male,West,Low
13208,20,Male,West,Medium
13225,20,Male,West,High
13246,20,Female,West,Low
13358,20,Male,West,Low
13411,20,Female,West,Low
13538,20,Male,West,High
13559,20,Female,West,Medium
13562,20,Female,West,Low
13643,20,Female,West,High
13667,20,Female,West,High
13850,20,Male,West,High
13989,20,Female,West,Low
14064,20,Female,West,Low
14091,20,Female,West,High
14291,20,Male,West,High
14641,20,Female,West,Low
14752,20,Female,West,High
14938,20,Male,West,Low
15079,20,Female,West,Medium
15216,20,Male,West,Low
15262,20,Female,West,High
15303,20,Male,West,Medium
15378,20,Male,West,High
15394,20,Male,West,Medium
15528,20,Female,West,Low
16177,20,Male,West,Low
16234,20,Male,West,Low
16328,20,Female,West,Low
16345,20,Female,West,Medium
16389,20,Female,West,Low
16390,20,Female,West,Medium
16445,20,Female,West,Low
16592,20,Male,West,Medium
16671,20,Male,West,High
16839,20,Male,West,Medium
16944,20,Female,West,Low
17020,20,Female,West,Low
17116,20,Female,West,Low
17159,20,Female,West,High
17214,20,Male,West,High
17228,20,Female,West,High
17327,20,Female,West,High
17601,20,Female,West,High
17845,20,Female,West,Low
18173,20,Male,West,Medium
18321,20,Female,West,Medium
18414,20,Female,West,Medium
18449,20,Male,West,High
18617,20,Female,West,Medium
18671,20,Male,West,High
19037,20,Female,West,Medium
19179,20,Male,West,High
19266,20,Female,West,High
19448,20,Female,West,Low
19473,20,Female,West,High
19756,20,Male,West,Medium
19768,20,Male,West,Medium
19804,20,Male,West,High
19861,20,Female,West,Medium
19962,20,Male,West,Low
19986,20,Female,West,Medium
20150,20,Female,West,Medium
20183,20,Female,West,High
20273,20,Male,West,Low
20355,20,Female,West,High
20648,20,Male,West,High
20752,20,Male,West,Low
20768,20,Male,West,High
21265,20,Female,West,Medium
21350,20,Male,West,High
21355,20,Female,West,Medium
21392,20,Male,West,High
21414,20,Female,West,High
21428,20,Female,West,Medium
21435,20,Female,West,Medium
21442,20,Male,West,Medium
21470,20,Male,West,High
21611,20,Female,West,Low
21644,20,Female,West,Medium
21730,20,Female,West,High
21750,20,Male,West,Low
21795,20,Female,West,Medium
21878,20,Female,West,Medium
22212,20,Female,West,Medium
22350,20,Female,West,Medium
22351,20,Female,West,Low
22388,20,Male,West,High
22436,20,Male,West,Low
22724,20,Female,West,High
22802,20,Male,West,High
22838,20,Female,West,Low
22840,20,Female,West,Low
22897,20,Female,West,High
23077,20,Male,West,Medium
23158,20,Female,West,Medium
23327,20,Female,West,Low
23460,20,Female,West,Low
23624,20,Male,West,Low
23713,20,Male,West,Medium
23748,20,Male,West,Low
23988,20,Male,West,Medium
23997,20,Female,West,Low
24024,20,Male,West,High
24162,20,Male,West,High
24188,20,Female,West,Low
24258,20,Male,West,Low
24509,20,Female,West,Low
24580,20,Male,West,Low
24631,20,Male,West,Low
24742,20,Male,West,Medium
24895,20,Male,West,High
24913,20,Male,West,Low
24961,20,Male,West,Medium
25093,20,Male,West,Medium
25303,20,Male,West,Medium
25317,20,Female,West,High
25757,20,Female,West,Low
25891,20,Male,West,Low
26144,20,Male,West,High
26298,20,Male,West,High
26418,20,Male,West,High
26674,20,Male,West,High
26774,20,Male,West,Medium
26800,20,Female,West,Medium
26855,20,Female,West,Low
26885,20,Female,West,Medium
27064,20,Male,West,Low
27156,20,Male,West,Low
27413,20,Male,West,High
27444,20,Female,West,Medium
27581,20,Male,West,High
27718,20,Female,West,High
27946,20,Female,West,High
28012,20,Male,West,High
28064,20,Male,West,High
28134,20,Male,West,High
28379,20,Female,West,High
28483,20,Male,West,Low
28496,20,Male,West,High
28500,20,Male,West,High
28503,20,Male,West,High
28544,20,Female,West,Medium
28551,20,Male,West,Low
28756,20,Male,West,Medium
28834,20,Female,West,Low
28909,20,Female,West,Low
29255,20,Male,West,Low
29316,20,Male,West,Low
29505,20,Male,West,Low
29566,20,Female,West,High
29602,20,Female,West,Medium
29671,20,Female,West,Medium
29885,20,Male,West,Low
29930,20,Male,West,Low
30064,20,Female,West,Medium
30140,20,Female,West,Low
30143,20,Male,West,Medium
30219,20,Male,West,Low
30291,20,Male,West,Low
30429,20,Male,West,High
30482,20,Male,West,Low
30529,20,Female,West,Low
30726,20,Female,West,Low
30840,20,Female,West,Low
30919,20,Male,West,Low
31135,20,Female,West,Medium
31151,20,Male,West,Medium
31158,20,Male,West,Low
31365,20,Female,West,Medium
31371,20,Female,West,Low
31484,20,Female,West,High
31489,20,Male,West,Low
31535,20,Female,West,Low
31581,20,Male,West,Medium
31739,20,Male,West,Low
31784,20,Male,West,High
32089,20,Female,West,Low
32339,20,Male,West,High
32394,20,Female,West,Low
32418,20,Male,West,Low
32479,20,Female,West,Low
32698,20,Male,West,Medium
32930,20,Male,West,Medium
33013,20,Male,West,Medium
33054,20,Male,West,Medium
33057,20,Male,West,Medium
33104,20,Female,West,High
33138,20,Male,West,High
33212,20,Male,West,Medium
33231,20,Female,West,Low
33255,20,Female,West,Low
33516,20,Female,West,Medium
33730,20,Female,West,Medium
33752,20,Male,West,Medium
33808,20,Male,West,Low
33961,20,Female,West,Medium
34022,20,Female,West,High
34589,20,Female,West,Medium
34750,20,Female,West,Low
34946,20,Female,West,High
35360,20,Female,West,High
35669,20,Female,West,Medium
35965,20,Female,West,Medium
37772,20,Male,West,Low
37814,20,Female,West,High
38751,20,Male,West,High
38998,20,Male,West,Low
39073,20,Male,West,High
39163,20,Male,West,High
39194,20,Female,West,Low
39383,20,Female,West,High
39437,20,Female,West,High
39502,20,Female,West,Low
39549,20,Male,West,Low
39728,20,Male,West,Low
39813,20,Male,West,High
40043,20,Male,West,Low
40181,20,Male,West,Medium
40218,20,Female,West,Low
40326,20,Female,West,Low
40375,20,Female,West,Medium
40380,20,Male,West,Low
41169,20,Male,West,Medium
41441,20,Male,West,Medium
41709,20,Male,West,Low
41726,20,Male,West,High
41938,20,Female,West,Low
41985,20,Male,West,Medium
42034,20,Female,West,Medium
42371,20,Female,West,Low
42489,20,Female,West,Medium
42639,20,Female,West,Low
42701,20,Male,West,High
42764,20,Female,West,Low
42803,20,Male,West,Low
42925,20,Male,West,Low
43042,20,Male,West,Medium
43063,20,Female,West,Medium
43371,20,Female,West,Medium
43471,20,Male,West,Medium
43628,20,Female,West,High
43655,20,Female,West,Low
43895,20,Male,West,Medium
43996,20,Female,West,Medium
44120,20,Male,West,Low
44320,20,Female,West,High
44643,20,Male,West,Medium
44669,20,Female,West,High
45165,20,Female,West,Medium
45446,20,Female,West,High
45745,20,Female,West,Medium
45783,20,Female,West,Medium
45796,20,Female,West,Medium
45956,20,Female,West,High
46129,20,Female,West,Medium
46140,20,Male,West,Medium
46296,20,Female,West,Medium
46576,20,Female,West,High
47030,20,Male,West,Low
47220,20,Female,West,Medium
47420,20,Female,West,High
47457,20,Female,West,Medium
47616,20,Female,West,Low
47771,20,Female,West,High
48088,20,Female,West,Medium
48449,20,Male,West,High
48787,20,Male,West,Low
48844,20,Male,West,Low
49271,20,Male,West,Low
49320,20,Male,West,Medium
49366,20,Male,West,Medium
49404,20,Female,West,High
49412,20,Male,West,High
49982,20,Male,West,High
1019,21,Female,West,High
1274,21,Male,West,High
1330,21,Female,West,High
1959,21,Male,West,High
2710,21,Female,West,High
2838,21,Male,West,High
3344,21,Male,West,High
3766,21,Male,West,High
4423,21,Female,West,High
4503,21,Female,West,High
5460,21,Male,West,High
8806,21,Female,West,High
9364,21,Female,West,High
156,65,Male,West,Medium
272,65,Male,West,Medium
324,65,Female,West,Medium
400,65,Female,West,Medium
750,65,Female,West,Medium
879,65,Male,West,Low
1195,65,Female,West,Low
1270,65,Male,West,Medium
1875,65,Female,West,Medium
1979,65,Female,West,Low
2032,65,Male,West,Low
2432,65,Female,West,Low
2455,65,Female,West,Low
2497,65,Male,West,Medium
2654,65,Female,West,Medium
2872,65,Female,West,Medium
3185,65,Female,West,Medium
3508,65,Female,West,Medium
3781,65,Male,West,Medium
4312,65,Female,West,Medium
4362,65,Female,West,Medium
4382,65,Male,West,Medium
4491,65,Male,West,Medium
5077,65,Female,West,Medium
5302,65,Male,West,Medium
5399,65,Female,West,Medium
5542,65,Male,West,Medium
6068,65,Male,West,Low
6287,65,Female,West,Medium
7037,65,Male,West,Low
7081,65,Male,West,Medium
7358,65,Female,West,Medium
7845,65,Female,West,Medium
8076,65,Female,West,Medium
8078,65,Female,West,Medium
8127,65,Male,West,Low
8267,65,Female,West,Medium
8591,65,Female,West,Medium
9182,65,Female,West,Low
9259,65,Female,West,Medium
9394,65,Male,West,Medium
9506,65,Male,West,Medium
9672,65,Male,West,Medium
9805,65,Female,West,Medium
10228,65,Male,West,Medium
10285,65,Female,West,Medium
10654,65,Female,West,Medium
10712,65,Female,West,Medium
11040,65,Male,West,Medium
11071,65,Male,West,Low
11340,65,Male,West,Low
11420,65,Female,West,Medium
11439,65,Female,West,Medium
11662,65,Male,West,Low
12146,65,Male,West,Medium
12526,65,Male,West,Medium
12823,65,Male,West,Medium
12919,65,Female,West,Medium
13153,65,Female,West,Low
13304,65,Male,West,Medium
13535,65,Male,West,Medium
13638,65,Male,West,Medium
13817,22,Male,West,Medium
13871,22,Female,West,Medium
14717,22,Female,West,Low
14950,22,Female,West,Medium
15242,22,Male,West,Low
15608,22,Male,West,Low
16553,22,Female,West,Medium
16817,22,Male,West,Low
16830,22,Female,West,Low
16861,22,Male,West,Low
17061,22,Male,West,Low
17115,22,Female,West,Medium
17835,22,Male,West,Medium
17863,22,Female,West,Medium
18027,22,Female,West,Medium
18266,22,Male,West,Low
18552,22,Male,West,Medium
18706,22,Female,West,Low
18915,22,Male,West,Low
19227,22,Female,West,Low
19307,22,Female,West,Low
19401,22,Female,West,Medium
19544,22,Female,West,Medium
20348,22,Male,West,Medium
20537,22,Male,West,Medium
21057,22,Male,West,Medium
21330,22,Female,West,Medium
21351,22,Male,West,Medium
21603,22,Female,West,Medium
21612,22,Male,West,Medium
21691,22,Female,West,Medium
22102,22,Male,West,Low
22170,22,Male,West,Low
22278,22,Female,West,Medium
22322,22,Female,West,Medium
22692,22,Female,West,Medium
22709,22,Female,West,Medium
22764,22,Female,West,Low
23021,22,Male,West,Medium
23956,22,Male,West,Medium
24086,22,Female,West,Low
24353,22,Male,West,Low
24500,22,Female,West,Medium
24641,22,Female,West,Low
24668,22,Male,West,Medium
24677,22,Male,West,Low
24704,22,Female,West,Medium
24949,22,Male,West,Medium
25066,22,Male,West,Low
25743,22,Male,West,Medium
26162,22,Female,West,Medium
26431,22,Male,West,Medium
26709,22,Female,West,Medium
26751,22,Male,West,Low
27014,22,Female,West,Medium
27236,22,Male,West,Medium
27239,22,Male,West,Medium
27706,22,Female,West,Medium
27812,22,Female,West,Medium
27872,22,Female,West,Medium
28191,22,Male,West,Medium
28893,22,Female,West,Low
28935,22,Male,West,Medium
29092,22,Male,West,Low
29170,22,Male,West,Medium
29178,22,Male,West,Medium
29469,22,Female,West,Low
30073,22,Male,West,Medium
30122,22,Female,West,Medium
30199,22,Female,West,Low
30909,22,Female,West,Low
31034,22,Male,West,Low
31182,22,Male,West,Medium
31248,22,Male,West,Low
31727,22,Male,West,Medium
31756,22,Female,West,Medium
32081,22,Male,West,Medium
32350,22,Male,West,Medium
32952,22,Male,West,Medium
33158,22,Female,West,Medium
33436,22,Female,West,Medium
33940,22,Male,West,Low
34011,22,Female,West,Low
34246,22,Male,West,Medium
36889,22,Male,West,Medium
38548,22,Male,West,Medium
39875,22,Female,West,Medium
41617,22,Female,West,Medium
43260,22,Male,West,Medium
43302,22,Male,West,Medium
43806,22,Male,West,Medium
44085,22,Male,West,Medium
44486,22,Female,West,Medium
44709,22,Male,West,Medium
44815,22,Male,West,Medium
45903,22,Female,West,Medium
46119,22,Male,West,Medium
46808,22,Female,West,Medium
47096,22,Female,West,Medium
48057,22,Male,West,Medium
49510,22,Male,West,Medium
49639,22,Male,West,Medium
49891,22,Female,West,Medium
76,23,Female,West,Low
195,23,Male,West,Low
217,23,Female,West,Low
262,23,Male,West,High
275,23,Male,West,Low
282,23,Female,West,Low
413,23,Male,West,Low
507,23,Male,West,Low
767,23,Male,West,High
799,23,Female,West,Medium
867,23,Female,West,Medium
905,23,Male,West,Medium
1000,23,Female,West,Low
1040,23,Female,West,Low
1144,23,Female,West,Low
1172,23,Male,West,Medium
1179,23,Male,West,Medium
1196,23,Female,West,Low
1218,23,Female,West,Low
1306,23,Male,West,High
1372,23,Male,West,Medium
1460,23,Male,West,Low
1645,23,Female,West,High
1666,23,Female,West,High
1904,23,Male,West,High
1933,23,Female,West,High
2013,23,Male,West,High
2070,23,Female,West,High
2115,23,Male,West,Medium
2158,23,Male,West,Low
2287,23,Female,West,Low
2289,23,Male,West,Medium
2308,23,Female,West,Low
2339,23,Male,West,Medium
2383,23,Female,West,High
2424,23,Male,West,Medium
2600,23,Female,West,Medium
2647,23,Male,West,High
2665,23,Female,West,Medium
2835,23,Male,West,High
2910,23,Male,West,Low
2945,23,Male,West,Low
2967,23,Male,West,Low
3003,23,Male,West,Medium
3026,23,Male,West,Low
3383,23,Female,West,High
3470,23,Male,West,Medium
3490,23,Male,West,Low
3510,23,Male,West,High
3521,23,Male,West,Low
3554,23,Female,West,Medium
3571,23,Female,West,Low
3722,23,Female,West,High
3789,23,Female,West,High
3878,23,Female,West,High
4038,23,Female,West,Medium
4286,23,Male,West,Medium
4297,23,Male,West,High
4389,23,Male,West,Medium
4399,23,Male,West,Low
4642,23,Female,West,Medium
4729,23,Male,West,High
4799,23,Female,West,Medium
4929,23,Male,West,Medium
4946,23,Female,West,High
4967,23,Male,West,Medium
5256,23,Male,West,Medium
5257,23,Female,West,Medium
5294,23,Female,West,Medium
5351,23,Male,West,High
5447,23,Male,West,Low
5455,23,Female,West,Medium
5498,23,Male,West,Medium
5579,23,Male,West,Medium
5675,23,Male,West,Low
5713,23,Male,West,Medium
5842,23,Female,West,Medium
5995,23,Male,West,Low
6005,23,Female,West,Medium
6393,23,Female,West,High
6549,23,Female,West,Low
6670,23,Female,West,High
6784,23,Male,West,High
6890,23,Male,West,High
6897,23,Male,West,Medium
6908,23,Male,West,Medium
6926,23,Female,West,High
7074,23,Male,West,Medium
7104,23,Male,West,Low
7361,23,Male,West,High
7399,23,Female,West,High
7469,23,Female,West,High
7643,23,Male,West,Low
7644,23,Male,West,Medium
7743,23,Female,West,Low
7805,23,Female,West,Medium
7961,23,Female,West,Medium
7988,23,Female,West,Medium
7992,23,Male,West,Medium
8145,23,Female,West,High
8198,23,Male,West,Low
8202,23,Male,West,High
8290,23,Female,West,High
8358,23,Female,West,Low
8440,23,Male,West,Low
8560,23,Female,West,Low
8572,23,Male,West,High
8870,23,Female,West,Medium
8890,23,Female,West,Medium
8988,23,Female,West,High
9000,23,Female,West,High
9438,23,Male,West,High
9644,23,Male,West,Low
9788,23,Female,West,Low
10244,23,Female,West,High
10341,23,Female,West,Low
10464,23,Female,West,High
10647,23,Female,West,Low
10820,23,Male,West,Medium
10990,23,Female,West,High
11134,23,Female,West,Medium
11229,23,Female,West,Low
11610,23,Male,West,High
11665,23,Female,West,Low
11742,23,Male,West,Medium
11753,23,Female,West,High
11939,23,Female,West,Medium
12007,23,Male,West,Low
12014,23,Male,West,Medium
12099,23,Female,West,High
12125,23,Male,West,Medium
12171,23,Male,West,Medium
12182,23,Male,West,High
12697,23,Female,West,Low
12769,23,Female,West,Low
12903,23,Male,West,Medium
12906,23,Male,West,Low
13142,23,Female,West,Low
13404,23,Female,West,High
13714,23,Male,West,High
13748,23,Female,West,High
13830,23,Male,West,Medium
13856,23,Female,West,High
14002,23,Female,West,Medium
14280,23,Male,West,High
14325,23,Female,West,Medium
14378,23,Female,West,High
14547,23,Male,West,Low
14565,23,Male,West,Low
14778,23,Female,West,High
14807,23,Male,West,Medium
14822,23,Female,West,High
14828,23,Male,West,High
14836,23,Male,West,Low
14891,23,Male,West,High
14946,23,Female,West,Low
15025,23,Female,West,High
15089,23,Male,West,High
15370,23,Male,West,Medium
15667,23,Female,West,High
15777,23,Male,West,High
15824,23,Male,West,High
15857,23,Female,West,Medium
15980,23,Male,West,Low
16002,23,Female,West,Low
16094,23,Female,West,High
16261,23,Male,West,Low
16322,23,Female,West,Low
16581,23,Male,West,Medium
16583,23,Male,West,Low
16768,23,Male,West,High
16863,23,Female,West,Medium
17132,23,Female,West,Medium
17181,23,Female,West,Low
17265,23,Female,West,High
17288,23,Female,West,Medium
17525,23,Male,West,High
17702,23,Female,West,High
17760,23,Male,West,Low
17981,23,Female,West,High
18082,23,Female,West,Low
18197,23,Female,West,Low
18215,23,Female,West,High
18292,23,Male,West,Low
18323,23,Female,West,High
18445,23,Female,West,High
18535,23,Female,West,Low
18574,23,Female,West,Medium
18818,23,Male,West,Low
18847,23,Female,West,Medium
18998,23,Male,West,High
19115,23,Male,West,Medium
19153,23,Female,West,Medium
19277,23,Male,West,High
19564,23,Male,West,Medium
19614,23,Female,West,Low
19748,23,Male,West,Low
19806,23,Female,West,Medium
19818,23,Male,West,Low
19916,23,Male,West,Medium
19967,23,Female,West,Low
20320,23,Female,West,Low
20398,23,Male,West,High
20569,23,Male,West,Low
20652,23,Female,West,High
20862,23,Female,West,High
21008,23,Female,West,Low
21078,23,Female,West,Medium
21096,23,Male,West,Medium
21305,23,Female,West,High
21323,23,Female,West,Low
21339,23,Female,West,Low
21476,23,Female,West,High
21515,23,Female,West,High
21571,23,Male,West,Medium
21788,23,Male,West,Medium
21865,23,Female,West,Medium
22177,23,Female,West,Medium
22316,23,Female,West,High
22538,23,Female,West,Low
22555,23,Female,West,High
22568,23,Female,West,Medium
22612,23,Female,West,Medium
22758,23,Female,West,Medium
22761,23,Male,West,Medium
22872,23,Female,West,High
23092,23,Female,West,High
23249,23,Male,West,High
23371,23,Female,West,Medium
23381,23,Female,West,Medium
23516,23,Male,West,Medium
23736,23,Female,West,High
23869,23,Female,West,Low
23986,23,Male,West,Medium
23995,23,Male,West,Low
24019,23,Male,West,High
24374,23,Female,West,Medium
24494,23,Male,West,High
25162,23,Male,West,High
25369,23,Male,West,High
25631,23,Female,West,Medium
25756,23,Male,West,Low
25881,23,Male,West,Low
25888,23,Female,West,High
25906,23,Male,West,Low
25960,23,Male,West,High
26093,23,Male,West,Medium
26172,23,Female,West,Low
26334,23,Male,West,Medium
26629,23,Male,West,Low
26716,23,Male,West,Medium
26738,23,Female,West,High
26892,23,Female,West,Medium
26966,23,Female,West,Low
27116,23,Male,West,High
27186,23,Male,West,Medium
27292,23,Female,West,Low
27388,23,Male,West,High
27652,23,Female,West,Low
27745,23,Female,West,High
27806,23,Female,West,Low
27865,23,Male,West,Low
27931,23,Male,West,Medium
27932,23,Male,West,Medium
27950,23,Male,West,High
27974,23,Female,West,Low
28265,23,Female,West,High
28347,23,Female,West,High
28460,23,Female,West,High
28658,23,Female,West,High
28783,23,Female,West,Low
28815,23,Female,West,Medium
28982,23,Male,West,Low
29018,23,Male,West,Medium
29191,23,Male,West,Low
29245,23,Male,West,High
29339,23,Male,West,Medium
29415,23,Female,West,Medium
29433,23,Female,West,Medium
29514,23,Male,West,Low
29532,23,Male,West,Low
29541,23,Male,West,Low
29563,23,Male,West,Low
29894,23,Male,West,Low
29936,23,Female,West,High
30021,23,Female,West,Medium
30220,23,Male,West,Low
30274,23,Male,West,Low
30315,23,Male,West,Medium
30580,23,Male,West,High
30581,23,Female,West,High
30850,23,Female,West,Low
30903,23,Female,West,Low
31106,23,Male,West,High
31383,23,Male,West,High
31387,23,Female,West,Low
31486,23,Male,West,Medium
31529,23,Female,West,Low
31661,23,Male,West,High
31707,23,Male,West,Low
31841,23,Male,West,Low
31909,23,Female,West,Low
32118,23,Male,West,Medium
32266,23,Female,West,Low
32369,23,Female,West,Medium
32541,23,Female,West,Medium
32561,23,Female,West,High
32600,23,Male,West,Low
32696,23,Male,West,Low
33047,23,Male,West,High
33365,23,Female,West,Medium
33403,23,Female,West,Low
33438,23,Male,West,Low
33630,23,Male,West,High
33773,23,Male,West,High
33917,23,Female,West,Low
33974,23,Female,West,High
33981,23,Male,West,Medium
34363,23,Male,West,Medium
34968,23,Female,West,Low
35070,23,Female,West,High
35323,23,Female,West,High
35376,23,Female,West,High
35420,23,Male,West,High
35528,23,Male,West,Medium
36212,23,Male,West,Medium
36303,23,Male,West,Low
36313,23,Female,West,High
36482,23,Female,West,Low
36529,23,Female,West,Low
36962,23,Male,West,Medium
37084,23,Female,West,Medium
37323,23,Male,West,Low
37383,23,Male,West,Medium
37461,23,Female,West,Medium
37472,23,Male,West,High
37674,23,Female,West,Low
38079,23,Male,West,Low
38102,23,Male,West,Medium
38359,23,Male,West,High
38469,23,Male,West,Medium
38968,23,Female,West,Medium
39265,23,Female,West,Medium
39579,23,Female,West,High
39774,23,Female,West,Low
39902,23,Male,West,Medium
40557,23,Male,West,Medium
40572,23,Female,West,Medium
40589,23,Female,West,Low
40909,23,Male,West,Low
41089,23,Female,West,High
41628,23,Female,West,High
41652,23,Male,West,Low
42219,23,Female,West,Medium
42327,23,Male,West,Low
42399,23,Female,West,High
42719,23,Male,West,Medium
42809,23,Male,West,High
43012,23,Female,West,Medium
43160,23,Male,West,Low
43473,23,Female,West,Low
43857,23,Female,West,Medium
44331,23,Female,West,High
44352,23,Female,West,High
44368,23,Female,West,Medium
44853,23,Male,West,High
45012,23,Male,West,Low
45478,23,Male,West,Low
45605,23,Female,West,High
45648,23,Female,West,Medium
45671,23,Male,West,Medium
45729,23,Male,West,High
45823,23,Female,West,Medium
46043,23,Female,West,Low
46688,23,Male,West,High
46785,23,Female,West,Low
47223,23,Female,West,Medium
47436,23,Male,West,Medium
47746,23,Male,West,Medium
47890,23,Male,West,High
48414,23,Female,West,Medium
48442,23,Female,West,High
48453,23,Female,West,Medium
48742,23,Female,West,Low
49458,23,Female,West,Low
49498,23,Male,West,Low
48,24,Female,West,Medium
64,24,Female,West,Medium
113,24,Female,West,Low
132,24,Female,West,Medium
186,24,Male,West,Medium
294,24,Male,West,Medium
313,24,Female,West,Low
373,24,Male,West,Low
467,24,Male,West,Medium
646,24,Female,West,Medium
700,24,Female,West,High
741,24,Female,West,Medium
1308,24,Female,West,Low
1446,24,Female,West,Low
1458,24,Male,West,Medium
1473,24,Male,West,Low
1484,24,Female,West,Medium
1536,24,Female,West,Low
1576,24,Female,West,Medium
1785,24,Male,West,Medium
1791,24,Female,West,High
1795,24,Female,West,Medium
1913,24,Male,West,High
2031,24,Female,West,High
2073,24,Male,West,Medium
2111,24,Male,West,Low
2189,24,Female,West,High
2202,24,Female,West,High
2356,24,Male,West,High
2612,24,Male,West,Low
2715,24,Male,West,Low
2722,24,Female,West,Low
2732,24,Female,West,Low
2793,24,Male,West,Medium
2804,24,Male,West,Low
2970,24,Female,West,Low
3056,24,Male,West,Medium
3077,24,Male,West,Medium
3082,24,Male,West,Medium
3290,24,Male,West,High
3412,24,Male,West,High
3540,24,Female,West,Medium
3570,24,Male,West,Low
3581,24,Female,West,Low
3657,24,Male,West,Low
3725,24,Female,West,Low
3916,24,Male,West,Medium
4233,24,Male,West,Medium
4477,24,Male,West,Medium
4479,24,Male,West,Medium
4697,24,Male,West,High
4800,24,Male,West,Low
4807,24,Male,West,High
4817,24,Male,West,Medium
4865,24,Female,West,Medium
5041,24,Male,West,Low
5098,24,Female,West,Low
5101,24,Male,West,Low
5166,24,Male,West,Medium
5328,24,Male,West,High
5376,24,Female,West,Medium
5484,24,Male,West,Medium
5610,24,Male,West,Low
5636,24,Male,West,High
5779,24,Female,West,Low
5785,24,Female,West,High
5819,24,Female,West,Low
5905,24,Male,West,Medium
5972,24,Male,West,Medium
6012,24,Male,West,Low
6128,24,Male,West,High
6190,24,Male,West,High
6232,24,Female,West,Low
6342,24,Male,West,Medium
6827,24,Male,West,High
6986,24,Female,West,Medium
7023,24,Female,West,High
7165,24,Male,West,Medium
7323,24,Male,West,Low
7484,24,Female,West,Medium
7514,24,Female,West,Medium
7563,24,Female,West,Medium
7572,24,Male,West,Low
7591,24,Male,West,Low
7637,24,Male,West,High
7683,24,Female,West,Low
7772,24,Male,West,High
7956,24,Male,West,Medium
8113,24,Male,West,High
8232,24,Male,West,High
